Database,Section 800 Line 825 POC and PTC Financed Indicator,POPT X307,
Database,Section 800 Line 826 POC and PTC Financed Indicator,POPT X308,
Database,Section 800 Line 827 POC and PTC Financed Indicator,POPT X309,
Database,Section 800 Line 828 POC and PTC Financed Indicator,POPT X310,
Database,Section 800 Line 829 POC and PTC Financed Indicator,POPT X311,
Database,Section 800 Line 830 POC and PTC Financed Indicator,POPT X312,
Database,Section 800 Line 831 POC and PTC Financed Indicator,POPT X313,
Database,Section 800 Line 832 POC and PTC Financed Indicator,POPT X314,
Database,Section 800 Line 833 POC and PTC Financed Indicator,POPT X315,
Database,Section 800 Line 834 POC and PTC FinancedIndicator,POPT X183,
Database,Section 800 Line 835 POC and PTC FinancedIndicator,POPT X184,
Database,Section 900 Line 901 POC and PTC FinancedIndicator,POPT X185,
Database,Section 900 Line 902 POC and PTC FinancedIndicator,POPT X186,
Database,Section 900 Line 903 POC and PTC FinancedIndicator,POPT X187,
Database,Section 900 Line 904 POC and PTC FinancedIndicator,POPT X188,
Database,Section 900 Line 905 POC and PTC FinancedIndicator,POPT X189,
Database,Section 900 Line 906 POC and PTC FinancedIndicator,POPT X190,
Database,Section 900 Line 907 POC and PTC FinancedIndicator,POPT X191,
Database,Section 900 Line 908 POC and PTC FinancedIndicator,POPT X192,
Database,Section 900 Line 909 POC and PTC FinancedIndicator,POPT X193,
Database,Section 900 Line 910 POC and PTC FinancedIndicator,POPT X194,
Database,Section 900 Line 911 POCPTC Financed Indicator,POPT X336,
Database,Section 900 Line 912 POCPTC Financed Indicator,POPT X337,
Database,Seller Total Closing Costs,NEWHUD.X278,
Database,Seller's Agent Biz Info License No,VEND X937,
Database,Seller's Agent Contact Info License No,VEND X928,
Database,Sellers Agent Email,VEND X152,
Database,Servicing Co Contact Name,VEND X184,
Database,Servicing Co Name,VEND X178,
Database,Servicing Co Phone,VEND X185,
Database,Servicing Release Indicator,3338,
Database,Settlement Agent Contact ST License ID,CD5.X64,
Database,Settlement or Closing Fee Paid To,NEWHUD.X803,
Database,Settlement Services Provider List Sent Date,4014,
Database,SettlementAgent Address,CD5.X56,
Database,SettlementAgent City,CD5.X57,
Database,SettlementAgent Contact,CD5.X62,
Database,SettlementAgent Contact NMLSID,CD5.X63,
Database,SettlementAgent Email,CD5.X65,
Database,SettlementAgent Name,CD5.X55,
Database,SettlementAgent NMLS ID,CD5.X60,
Database,SettlementAgent Phone,CD5.X66,
Database,SettlementAgent ST License ID,CD5.X61,
Database,SettlementAgent State,CD5.X58,
Database,SettlementAgent Zip,CD5.X59,
Database,Social Security Number Verification Company Agent Name,3297,
Database,Social Security Number Verification Company Agent Name,3537,
Database,Sponsor/Agent City,1114,
Database,Sponsor/Agent Name,1111,
Database,Sponsor/Agent State,1743,
Database,Sponsor/Agent Street,1113,
Database,Sponsor/Agent Zip,1744,
Database,State Disc - Additional Condition 1,DISCLOSURE.X512,
Database,State Disc - Additional Condition 2,DISCLOSURE.X513,
Database,State Disc - Additional Condition 3,DISCLOSURE.X514,
Database,State Disc - Additional Condition 4,DISCLOSURE.X515,
Database,State Disc - Additional Items Required for Approval,DISCLOSURE X506,
Database,State Disc - Additional Terms and Conditions Required by Lender,DISCLOSURE X1214,
Database,State Disc - Addl Contractual Provisions Relating to Reserve Act,DISCLOSURE X397,
Database,State Disc - Advance Fee Refund Condition 1,DISCLOSURE X517,
Database,State Disc - Advance Fee Refund Condition 2,DISCLOSURE X518,
Database,State Disc - Advance Fee Refund Condition 3,DISCLOSURE X519,
Database,State Disc - Advance Fee Refund Condition 4,DISCLOSURE X520,
Database,State Disc - Advance Fee Refund Condition 5,DISCLOSURE X521,
Database,State Disc - Advance Fee Refund Condition 6,DISCLOSURE X522,
Database,State Disc - Applicant Provided Closing Cost Indicator,DISCLOSURE X503,
Database,State Disc - Applicant Provided Debts Indicator,DISCLOSURE X504,
Database,State Disc - Applicant Provided Income Indicator,DISCLOSURE X502,
Database,State Disc - Applicant Provided Other Assets Indicator,DISCLOSURE X505,
Database,State Disc - Applicant Provided Verbal Indicator,DISCLOSURE X500,
Database,State Disc - Applicant Provided Written Indicator,DISCLOSURE X501,
Database,State Disc - Application Fee Amount,DISCLOSURE X1187,
Database,State Disc - Appraisal Fee - 3rd Party Indicator,DISCLOSURE X883,
Database,State Disc - Appraisal Fee Amount,DISCLOSURE X1188,
Database,State Disc - Are Refundable Under These Terms and Conditions Description,DISCLOSURE X887,
Database,State Disc - Attorney Services Hourly Rate,DISCLOSURE X246,
Database,State Disc - Attorney Services Time (Hours),DISCLOSURE X244,
Database,State Disc - Attorney Services Time (Minutes),DISCLOSURE X245,
Database,State Disc - Attorney Services Total Amt,DISCLOSURE X247,
Database,State Disc - Balloon Payment,DISCLOSURE.X350,
Database,State Disc - Balloon Payment Changed,DISCLOSURE X352,
Database,State Disc - Balloon Payment Not Applicable,DISCLOSURE X351,
Database,State Disc - Balloon Payment Unknown,DISCLOSURE X353,
Database,State Disc - Basis for Determining Atty Services Total Amt,DISCLOSURE.X248,
Database,State Disc - Bona Fide 3rd Party Service Fees are Refundable,DISCLOSURE X338,
Database,State Disc - Borr Accept Commit Agreement by Date,DISCLOSURE X434,
Database,State Disc - Borr Agrees to Pay Bank Check Fee,DISCLOSURE X551,
Database,State Disc - Borr Agrees to Pay Certified Check Fee,DISCLOSURE X548,
Database,State Disc - Borr Agrees to Pay Certified Check Fee,DISCLOSURE X549,
Database,State Disc - Borr Agrees to Pay EFT Fee,DISCLOSURE X552,
Database,State Disc - Borr Agrees to Pay Other Fee,DISCLOSURE X554,
Database,State Disc - Borr Agrees to Pay Teller's Check Fee,DISCLOSURE X550,
Database,State Disc - Borrower Consent Type,DISCLOSURE X199,
Database,State Disc - Borrower Consent Type 2,DISCLOSURE X220,
Database,State Disc - Broker Consideration for Placing Loan,DISCLOSURE X209,
Database,State Disc - Broker Is/Is Not Able to Directly Enter Lock-In Agrmnt,DISCLOSURE X341,
Database,State Disc - Broker Licensed Real Estate and Mortgage Broker in CO,DISCLOSURE X230,
Database,State Disc - Broker Places Loans W/Lender(s),DISCLOSURE X200,
Database,"State Disc - Broker/Lender Analyzes Income/Debt, Prequalifies",DISCLOSURE X381,
Database,State Disc - Broker/Lender Collects Financial Info and Docs,DISCLOSURE X383,
Database,State Disc - Broker/Lender Educates Borrower on Mtg Financing,DISCLOSURE X382,
Database,State Disc - Broker/Lender Explains Compensation from Borrower,DISCLOSURE X392,
Database,State Disc - Broker/Lender Keeps Borr Apprised of App Status,DISCLOSURE X389,
Database,"State Disc - Broker/Lender Orders Appraisal, Inspections,",DISCLOSURE X386,
Database,"State Disc - Broker/Lender Orders Credit Rprt, Explains Credit Issues",DISCLOSURE X388,
Database,State Disc - Broker/Lender Orders/Prepares Closing Docs,DISCLOSURE X391,
Database,State Disc - Broker/Lender Orders/Satisfies Conditions of Approval,DISCLOSURE X390,
Database,State Disc - Broker/Lender Provides Other Services,DISCLOSURE X393,
Database,State Disc - Broker/Lender Provides State and Fed Disclosures,DISCLOSURE X387,
Database,State Disc - Broker/Lender Verifies Employment and Assets,DISCLOSURE X384,
Database,State Disc - Broker/Lender Verifies Mtg and Rental History,DISCLOSURE X385,
Database,State Disc - Can be Transferred to Another Mortgage Lender Under These Terms and Conditions De...,DISCLOSURE X897,
Database,State Disc - Can be Transferred to Another Mortgage Lender Under These Terms and Conditions Ind.,DISCLOSURE X896,
Database,State Disc - Commitment - Terms and Condition 1,DISCLOSURE X280,
Database,State Disc - Commitment - Terms and Condition 2,DISCLOSURE X281,
Database,State Disc - Commitment - Terms and Condition 3,DISCLOSURE X282,
Database,State Disc - Commitment Fee Payable Within Days of Today's Date,DISCLOSURE.X364,
Database,State Disc - Commitment Period Number of Days,DISCLOSURE.X366,
Database,State Disc - Conditional Approval Exp Date,DISCLOSURE X516,
Database,State Disc - Conflict Of Interest Related Party Name,DISCLOSURE.X473,
Database,State Disc - Credit Report - Third-party Service Work Products Indicator,DISCLOSURE X889,
Database,State Disc - Credit Report Fee - 3rd Party Indicator,DISCLOSURE X884,
Database,State Disc - Credit Report Fee Amount,DISCLOSURE X1189,
Database,State Disc - Days to Process,DISCLOSURE X184,
Database,State Disc - Escrow Account Selected at Borrower's Option,DISCLOSURE X339,
Database,State Disc - Flood Certification - Third-party Service Work Products Indicator,DISCLOSURE X891,
Database,State Disc - Flood Certification Fee - 3rd Party Indicator,DISCLOSURE X886,
Database,State Disc - Formula for Calculating Prepayment Penalty,DISCLOSURE X402,
Database,State Disc - Holding Company Controls 10% Equity,DISCLOSURE X217,
Database,State Disc - Initial Disclosure Provided By Fax Indicator,DISCLOSURE X487,
Database,State Disc - Initial Disclosure Provided By Internet Indicator,DISCLOSURE X489,
Database,State Disc - Initial Disclosure Provided In Person Indicator,DISCLOSURE X488,
Database,State Disc - Int Rate Can Increase Prior to Commit Exp,DISCLOSURE X524,
Database,State Disc - Int Rate Set No Later Than,DISCLOSURE X526,
Database,State Disc - Int Rate Set No Later Than - Date,DISCLOSURE X527,
Database,State Disc - Intl Disc Provided By Mail Indicator,DISCLOSURE X490,
Database,State Disc - Intl Disc Provided By Other Method Descr,DISCLOSURE X492,
Database,State Disc - Intl Disc Provided By Other Method Indicator,DISCLOSURE X491,
Database,State Disc - Lender Attorney to Render Services for Lender Indicator,DISCLOSURE X876,
Database,State Disc - Lender Broker Rep,DISCLOSURE X185,
Database,State Disc - Lender WillAMII Not Require Taxes/Insurance Escrow,DISCLOSURE.X340,
Database,State Disc - Lender's NMLS Ref #,3244,
Database,State Disc - Licensed Correspondent Mrtg Lender Involved,DISCLOSURE.X523,
Database,State Disc - Licensee Is Officer/Director for Prvdr,DISCLOSURE.X219,
Database,State Disc - Licensee Provides Services,DISCLOSURE.X214,
Database,State Disc - Licensee/Relative Controls 10% Equity,DISCLOSURE.X215,
Database,State Disc - Lock In Fee Type,DISCLOSURE X198,
Database,State Disc - Lock-In Fee Payable Within Days of Today's Date,DISCLOSURE.X359,
Database,State Disc - Lock-In Period Extension Fee,DISCLOSURE.X425,
Database,State Disc - Maximum Loan-to-Value Ratio,DISCLOSURE.X,
Database,State Disc - Method To Determine Int Rate at Closing Disclosed,DISCLOSURE.X525,
Database,State Disc - Method Used For Lock In Int Rate Descr,DISCLOSURE.X474,
Database,State Disc - Method Used to Determine Lock-In Rate Descr,DISCLOSURE X266,
Database,State Disc - Mtg Broker/Banker Has Reviewed Following Items,DISCLOSURE X499,
Database,State Disc - Mtg Broker/Banker Has/Not Recvd Signed Loan App,DISCLOSURE X496,
Database,State Disc - Mtg Broker/Banker Has/Not Reviewed Credit Reports,DISCLOSURE X497,
Database,State Disc - Mtg Broker/Banker Has/Not Reviewed Credit Scores,DISCLOSURE X498,
Database,State Disc - Negative Amortization Changed,DISCLOSURE X356,
Database,State Disc - Negative Amortization Not Applicable,DISCLOSURE X355,
Database,State Disc - Negative Amortization Possible,DISCLOSURE X354,
Database,State Disc - Negative Amortization Unknown,DISCLOSURE X357,
Database,State Disc - NJ - Application Fee Refundable Indicator,DISCLOSURE X1165,
Database,State Disc - NJ - Appraisal Fee Refundable Indicator,DISCLOSURE X1171,
Database,State Disc - NJ - Broker Fee Refundable Indicator,DISCLOSURE X1170,
Database,State Disc - NJ - Commitment Fee Refundable Indicator,DISCLOSURE X1168,
Database,State Disc - NJ - Credit Report Fee Refundable Indicator,DISCLOSURE X1172,
Database,State Disc - NJ - Discount Points Refundable Indicator,DISCLOSURE X1169,
Database,State Disc - NJ - Lock-in Fee Refundable Indicator,DISCLOSURE X1167,
Database,State Disc - NJ - Origination Fee Refundable Indicator,DISCLOSURE X1166,
Database,State Disc - OR - Optional Escrow Coverage,DISCLOSURE X1164,
Database,State Disc - Origination Fee Amount,DISCLOSURE X1190,
Database,State Disc - Other - Third-party Service Work Products Description 1,DISCLOSURE X893,
Database,State Disc - Other - Third-party Service Work Products Description 2,DISCLOSURE X894,
Database,State Disc - Other - Third-party Service Work Products Description 3,DISCLOSURE X895,
Database,State Disc - Other - Third-party Service Work Products Indicator,DISCLOSURE.X892,
Database,State Disc - Other Fee 1 Amount,DISCLOSURE X1191,
Database,State Disc - Other Fee 1 Name,DISCLOSURE X1195,
Database,State Disc - Other Fee 1 Refundable,DISCLOSURE X1199,
Database,State Disc - Other Fee 2 Amount,DISCLOSURE X1192,
Database,State Disc - Other Fee 2 Name,DISCLOSURE X1196,
Database,State Disc - Other Fee 2 Refundable,DISCLOSURE X1200,
Database,State Disc - Other Fee 3 Amount,DISCLOSURE X1193,
Database,State Disc - Other Fee 3 Name,DISCLOSURE X1197,
Database,State Disc - Other Fee 3 Refundable,DISCLOSURE.X1201,
Database,State Disc - Other Fee 4 Amount,DISCLOSURE X1194,
Database,State Disc - Other Fee 4 Name,DISCLOSURE X1198,
Database,State Disc - Other Fee 4 Refundable,DISCLOSURE X1202,
Database,State Disc - Other Fee Description,DISCLOSURE X553,
Database,State Disc - Other Fee Is Refundable,DISCLOSURE X374,
Database,State Disc - Participating Lenders w/Whom Broker Places Loans 1,DISCLOSURE X298,
Database,State Disc - Participating Lenders w/Whom Broker Places Loans 2,DISCLOSURE X299,
Database,State Disc - Participating Lenders w/Whom Broker Places Loans 3,DISCLOSURE X300,
Database,State Disc - Period for Trust Funds to be held,DISCLOSURE X543,
Database,State Disc - Prepay Penalty Descr 1,DISCLOSURE X192,
Database,State Disc - Prepay Penalty Descr 2,DISCLOSURE X193,
Database,State Disc - Prepay Penalty Descr 3,DISCLOSURE X194,
Database,State Disc - Prepayment Penalty,DISCLOSURE X346,
Database,State Disc - Prepayment Penalty Changed,DISCLOSURE X348,
Database,State Disc - Prepayment Penalty Cost Est Amt,DISCLOSURE X494,
Database,State Disc - Prepayment Penalty Not Applicable,DISCLOSURE X347,
Database,State Disc - Prepayment Penalty Plan Descr,DISCLOSURE X493,
Database,State Disc - Prepayment Penalty Unknown,DISCLOSURE X349,
Database,State Disc - Products and Services by such a Provider Generally Cost,DISCLOSURE X622,
Database,State Disc - Products and Services by such a Provider Generally Cost Range From,DISCLOSURE X623,
Database,State Disc - Products and Services by such a Provider Generally Cost Range To,DISCLOSURE X624,
Database,State Disc - Property Appraisal - Third-party Service Work Products Indicator,DISCLOSURE X888,
Database,State Disc - Property Tax Service - Third-party Service Work Products Indicator,DISCLOSURE X890,
Database,State Disc - Provider Controls 10% Equity,DISCLOSURE X216,
Database,State Disc - Rate Lock Agreement - Terms and Condition 1,DISCLOSURE X277,
Database,State Disc - Rate Lock Agreement - Terms and Condition 2,DISCLOSURE X278,
Database,State Disc - Rate Lock Agreement - Terms and Condition 3,DISCLOSURE X279,
Database,State Disc - Rate Lock Agreement Guaranteed Flag,DISCLOSURE X687,
Database,State Disc - Rate Lock Agrmt - Lower Int. or Points Cond. 1,DISCLOSURE X273,
Database,State Disc - Rate Lock Agrmt - Lower Int. or Points Cond. 2,DISCLOSURE.X274,
Database,State Disc - Rate Lock Agrmt - Lower Int. or Points Cond. 3,DISCLOSURE.X275,
Database,State Disc - Rate Lock Refund Condition 1,DISCLOSURE.X18,
Database,State Disc - Rate Lock Refund Condition 2,DISCLOSURE X190,
Database,State Disc - Rate Lock Refund Condition 3,DISCLOSURE X191,
Database,State Disc - Same Officer/Director for Licensee/Prvdr,DISCLOSURE X218,
Database,State Disc - Services Performed by Attorney 1,DISCLOSURE X241,
Database,State Disc - Services Performed by Attorney 2,DISCLOSURE X242,
Database,State Disc - Services Performed by Attorney 3,DISCLOSURE X243,
Database,State Disc - Tax Service Fee - 3rd Party Indicator,DISCLOSURE X885,
Database,State Disc - Trans Details Loan Commit Expired Date,DISCLOSURE X1205,
Database,State Disc - Trust Fund Release Cond Descr 1,DISCLOSURE X545,
Database,State Disc - Trust Fund Release Cond Descr 1,DISCLOSURE X546,
Database,State Disc - Trust Fund Release Cond Descr 1,DISCLOSURE X547,
Database,State Disc - Trust Fund Release Cond Descr 1,DISCLOSURE X544,
Database,State Disc - Trust Funds Amount,DISCLOSURE X541,
Database,State Disc - Trust Funds Purpose,DISCLOSURE X542,
Database,State Disc - Variable Interest Rate,DISCLOSURE X342,
Database,State Disc - Variable Interest Rate Changed,DISCLOSURE X344,
Database,State Disc - Variable Interest Rate Not Applicable,DISCLOSURE X343,
Database,State Disc - Variable Interest Rate Unknown,DISCLOSURE X345,
